timestamp.0,integration_long.0,integration_long.1,integration_long.2,integration_long.3,integration_long.4,integration_long.5,integration_long.6,integration_long.7,integration_long.8,integration_long.9,integration_long.10,integration_long.11,integration_long.12,integration_long.13,integration_long.14,integration_long.15,integration_short.0,integration_short.1,integration_short.2,integration_short.3,integration_short.4,integration_short.5,integration_short.6,integration_short.7,integration_short.8,integration_short.9,integration_short.10,integration_short.11,integration_short.12,integration_short.13,integration_short.14,integration_short.15,
0.00557511,,8859.01,,,,,,,,,,,,,,,,5577.43,,,,,,,,,,,,,,,
0.0055761,,7403.58,,,,,,,,,,,,,,,,4661.48,,,,,,,,,,,,,,,
0.00557685,,6462.15,,,,,,,,,,,,,,,,4378.29,,,,,,,,,,,,,,,
0.00557856,,6035.13,,,,,,,,,,,,,,,,4071.47,,,,,,,,,,,,,,,
0.00558169,,3193.17,,,,,,,,,,,,,,,,1857.64,,,,,,,,,,,,,,,
0.00559016,,14010.2,,,,,,,,,,,,,,,,8663.41,,,,,,,,,,,,,,,
0.00561031,,8168.92,,,,,,,,,,,,,,,,5113.93,,,,,,,,,,,,,,,
0.00561554,,2751.02,,,,,,,,,,,,,,,,1621.16,,,,,,,,,,,,,,,
0.00562006,,21860.5,,,,,,,,,,,,,,,,4158.49,,,,,,,,,,,,,,,
0.00562124,,0.59368,,,,,,,,,,,,,,,,4823.43,,,,,,,,,,,,,,,
0.00562313,,6927.94,,,,,,,,,,,,,,,,4708.14,,,,,,,,,,,,,,,
0.00562816,,10910,,,,,,,,,,,,,,,,6914.11,,,,,,,,,,,,,,,
0.00564591,,3967.57,,,,,,,,,,,,,,,,2499.87,,,,,,,,,,,,,,,
0.00565313,,9387.54,,,,,,,,,,,,,,,,5990.65,,,,,,,,,,,,,,,
0.00565608,,10942.5,,,,,,,,,,,,,,,,7034.53,,,,,,,,,,,,,,,
0.00566126,,4756.87,,,,,,,,,,,,,,,,2882.01,,,,,,,,,,,,,,,
0.00566564,,14874.4,,,,,,,,,,,,,,,,6583.19,,,,,,,,,,,,,,,
0.00566822,,3625.79,,,,,,,,,,,,,,,,2040.77,,,,,,,,,,,,,,,
0.00567134,,12204.3,,,,,,,,,,,,,,,,7703.47,,,,,,,,,,,,,,,
0.00567367,,3155.77,,,,,,,,,,,,,,,,2051.85,,,,,,,,,,,,,,,
0.00567466,,0.561203,,,,,,,,,,,,,,,,4400.54,,,,,,,,,,,,,,,
0.00569093,,12133.2,,,,,,,,,,,,,,,,7903.32,,,,,,,,,,,,,,,
0.00569529,,12809.4,,,,,,,,,,,,,,,,8309.57,,,,,,,,,,,,,,,
0.00570133,,4819.78,,,,,,,,,,,,,,,,2948.56,,,,,,,,,,,,,,,
0.00570323,,11242.2,,,,,,,,,,,,,,,,7336.05,,,,,,,,,,,,,,,
0.00570959,,3067.56,,,,,,,,,,,,,,,,1836.62,,,,,,,,,,,,,,,
0.00571211,,2597.06,,,,,,,,,,,,,,,,1868.74,,,,,,,,,,,,,,,
0.00571734,,3088.83,,,,,,,,,,,,,,,,1816.93,,,,,,,,,,,,,,,
0.00572049,,17835.1,,,,,,,,,,,,,,,,1978.77,,,,,,,,,,,,,,,
0.00572773,,6031.85,,,,,,,,,,,,,,,,4259.53,,,,,,,,,,,,,,,
0.00573107,,2758.73,,,,,,,,,,,,,,,,1597.18,,,,,,,,,,,,,,,
0.00573582,,7306.13,,,,,,,,,,,,,,,,4463.54,,,,,,,,,,,,,,,
0.00573749,,10392.3,,,,,,,,,,,,,,,,6729.12,,,,,,,,,,,,,,,
0.00573856,,3758.86,,,,,,,,,,,,,,,,1937.94,,,,,,,,,,,,,,,
0.00573984,,9480.74,,,,,,,,,,,,,,,,6375.21,,,,,,,,,,,,,,,
0.00574165,,18954.9,,,,,,,,,,,,,,,,10186.4,,,,,,,,,,,,,,,
0.00574474,,3534.67,,,,,,,,,,,,,,,,2351.6,,,,,,,,,,,,,,,
0.00574599,,2557.91,,,,,,,,,,,,,,,,1713.52,,,,,,,,,,,,,,,
0.00574807,,9990.65,,,,,,,,,,,,,,,,6572.99,,,,,,,,,,,,,,,
0.00575993,,6848,,,,,,,,,,,,,,,,2196.46,,,,,,,,,,,,,,,
0.00576217,,32933.6,,,,,,,,,,,,,,,,21181.1,,,,,,,,,,,,,,,
0.00576302,,3243.47,,,,,,,,,,,,,,,,2708.79,,,,,,,,,,,,,,,
0.00576456,,10258,,,,,,,,,,,,,,,,7196.41,,,,,,,,,,,,,,,
0.00578075,,,7852.17,,,,,,,,,,,,,,,,5305.3,,,,,,,,,,,,,,
0.00578868,,7662.43,,,,,,,,,,,,,,,,3171.8,,,,,,,,,,,,,,,
0.0057896,,6367.85,,,,,,,,,,,,,,,,4312.88,,,,,,,,,,,,,,,
0.00579106,,3087.11,,,,,,,,,,,,,,,,2425.3,,,,,,,,,,,,,,,
0.00579571,,6837.26,,,,,,,,,,,,,,,,4414.96,,,,,,,,,,,,,,,
0.00579658,,9166.56,,,,,,,,,,,,,,,,6131.63,,,,,,,,,,,,,,,
0.00579826,,9739.15,,,,,,,,,,,,,,,,6522.15,,,,,,,,,,,,,,,
0.00579986,,4587.86,,,,,,,,,,,,,,,,3640.97,,,,,,,,,,,,,,,
0.0058033,,2266.63,,,,,,,,,,,,,,,,1690.61,,,,,,,,,,,,,,,
0.00580427,,9016.54,,,,,,,,,,,,,,,,6218.97,,,,,,,,,,,,,,,
0.00581133,,5653.2,,,,,,,,,,,,,,,,3246.36,,,,,,,,,,,,,,,
0.00581217,,3271.06,,,,,,,,,,,,,,,,19823.9,,,,,,,,,,,,,,,
0.00582395,,10620.6,,,,,,,,,,,,,,,,3136.78,,,,,,,,,,,,,,,
0.00582673,,9719.75,,,,,,,,,,,,,,,,4010.68,,,,,,,,,,,,,,,
0.00582971,,4878.74,,,,,,,,,,,,,,,,2953.9,,,,,,,,,,,,,,,
0.00583221,,3065.58,,,,,,,,,,,,,,,,2098.43,,,,,,,,,,,,,,,
0.00583331,,3641.28,,,,,,,,,,,,,,,,2188.13,,,,,,,,,,,,,,,
0.00584349,,10953.2,,,,,,,,,,,,,,,,6847.87,,,,,,,,,,,,,,,
0.00584658,,12530.1,,,,,,,,,,,,,,,,8169.37,,,,,,,,,,,,,,,
0.00585629,,15939.3,,,,,,,,,,,,,,,,10372.3,,,,,,,,,,,,,,,
0.00585757,,8759.36,,,,,,,,,,,,,,,,5942.1,,,,,,,,,,,,,,,
0.0058718,,8117.33,,,,,,,,,,,,,,,,5096.34,,,,,,,,,,,,,,,
0.00587334,,7969.12,,,,,,,,,,,,,,,,5149.82,,,,,,,,,,,,,,,
0.00590274,,15019.8,,,,,,,,,,,,,,,,9797.26,,,,,,,,,,,,,,,
0.00591677,,10248,,,,,,,,,,,,,,,,7104.45,,,,,,,,,,,,,,,
0.00595698,,24317.7,,,,,,,,,,,,,,,,16178.3,,,,,,,,,,,,,,,
0.00596448,,9153.43,,,,,,,,,,,,,,,,5757.35,,,,,,,,,,,,,,,
0.00596787,,3911.87,,,,,,,,,,,,,,,,2414.29,,,,,,,,,,,,,,,
0.00597293,,15201.9,,,,,,,,,,,,,,,,9976.31,,,,,,,,,,,,,,,
0.00598954,,10060.6,,,,,,,,,,,,,,,,7066.8,,,,,,,,,,,,,,,
0.00599032,,2331.25,,,,,,,,,,,,,,,,1716.5,,,,,,,,,,,,,,,
0.00600474,,11795.2,,,,,,,,,,,,,,,,7534.96,,,,,,,,,,,,,,,
0.00601269,,2841.63,,,,,,,,,,,,,,,,1667.11,,,,,,,,,,,,,,,
0.00601612,,4673.53,,,,,,,,,,,,,,,,2893.56,,,,,,,,,,,,,,,
0.00603803,,2629.64,,,,,,,,,,,,,,,,1641.91,,,,,,,,,,,,,,,
0.00606705,,8158.65,,,,,,,,,,,,,,,,5269.3,,,,,,,,,,,,,,,
0.00607364,,3875.88,,,,,,,,,,,,,,,,2278.82,,,,,,,,,,,,,,,
0.00609846,,15812.4,,,,,,,,,,,,,,,,10309,,,,,,,,,,,,,,,
0.0061067,,18320,,,,,,,,,,,,,,,,11984.8,,,,,,,,,,,,,,,
0.0061131,,10173.4,,,,,,,,,,,,,,,,7051.24,,,,,,,,,,,,,,,
0.00611624,,17490,,,,,,,,,,,,,,,,8912.55,,,,,,,,,,,,,,,
0.0061315,,,37537.8,,,,,,,,,,,,,,,,22941.4,,,,,,,,,,,,,,
0.00613991,,4124.16,,,,,,,,,,,,,,,,2413.47,,,,,,,,,,,,,,,
0.00615677,,26185.5,,,,,,,,,,,,,,,,17342.8,,,,,,,,,,,,,,,
0.00618041,,11879.2,,,,,,,,,,,,,,,,7645.92,,,,,,,,,,,,,,,
0.00621718,,6620.8,,,,,,,,,,,,,,,,4319.87,,,,,,,,,,,,,,,
0.00622944,,8653.13,,,,,,,,,,,,,,,,5553.66,,,,,,,,,,,,,,,
0.00623861,,3315.95,,,,,,,,,,,,,,,,2047.45,,,,,,,,,,,,,,,
0.00625213,,11283.2,,,,,,,,,,,,,,,,8004.52,,,,,,,,,,,,,,,
0.00625487,,10287.1,,,,,,,,,,,,,,,,7315.32,,,,,,,,,,,,,,,
0.00626379,,14635,,,,,,,,,,,,,,,,9583.88,,,,,,,,,,,,,,,
0.00627205,,4090,,,,,,,,,,,,,,,,2472.75,,,,,,,,,,,,,,,
0.0062768,,3748.01,,,,,,,,,,,,,,,,2353.22,,,,,,,,,,,,,,,
0.00629353,,7665.07,,,,,,,,,,,,,,,,4910.94,,,,,,,,,,,,,,,
0.0062956,,3305.14,,,,,,,,,,,,,,,,2136.28,,,,,,,,,,,,,,,
0.00632814,,5727.4,,,,,,,,,,,,,,,,3520.45,,,,,,,,,,,,,,,
0.00634063,,8662.28,,,,,,,,,,,,,,,,5552.9,,,,,,,,,,,,,,,
0.00637689,,3480.78,,,,,,,,,,,,,,,,2522.43,,,,,,,,,,,,,,,
0.00639535,,8700.96,,,,,,,,,,,,,,,,5609.65,,,,,,,,,,,,,,,
0.00642027,,4608.86,,,,,,,,,,,,,,,,2730.42,,,,,,,,,,,,,,,
0.00646875,,9905.87,,,,,,,,,,,,,,,,6355.51,,,,,,,,,,,,,,,
0.0064796,,7519.34,,,,,,,,,,,,,,,,4604.58,,,,,,,,,,,,,,,
0.00648588,,3967.3,,,,,,,,,,,,,,,,2426.85,,,,,,,,,,,,,,,
0.0064957,,4861.31,,,,,,,,,,,,,,,,2979.27,,,,,,,,,,,,,,,
0.00652805,,10003.7,,,,,,,,,,,,,,,,6408.98,,,,,,,,,,,,,,,
0.00652895,,0.666578,,,,,,,,,,,,,,,,2931.45,,,,,,,,,,,,,,,
0.00653088,,6529.73,,,,,,,,,,,,,,,,4215.98,,,,,,,,,,,,,,,
0.00653568,,4558.52,,,,,,,,,,,,,,,,2794.73,,,,,,,,,,,,,,,
0.00654631,,13453,,,,,,,,,,,,,,,,8728.74,,,,,,,,,,,,,,,
0.00657226,,3923.28,,,,,,,,,,,,,,,,2440.37,,,,,,,,,,,,,,,
0.00661756,,,0.171479,,,,,,,,,,,,,,,,1611.5,,,,,,,,,,,,,,
0.00661946,,26876.2,,,,,,,,,,,,,,,,17963.4,,,,,,,,,,,,,,,
0.00666249,,12419.5,,,,,,,,,,,,,,,,8046.1,,,,,,,,,,,,,,,
0.006665,,4272.42,,,,,,,,,,,,,,,,2707.92,,,,,,,,,,,,,,,
0.00667,,4432.17,,,,,,,,,,,,,,,,3120.95,,,,,,,,,,,,,,,
0.00670249,,3894.95,,,,,,,,,,,,,,,,2548,,,,,,,,,,,,,,,
0.00670651,,17917.9,,,,,,,,,,,,,,,,11739.3,,,,,,,,,,,,,,,
0.00670834,,26748.5,,,,,,,,,,,,,,,,10394.5,,,,,,,,,,,,,,,
0.00679966,,7181.36,,,,,,,,,,,,,,,,5146.43,,,,,,,,,,,,,,,
0.00680912,,5009.28,,,,,,,,,,,,,,,,2896.92,,,,,,,,,,,,,,,
0.00681761,,3377.22,,,,,,,,,,,,,,,,2007.79,,,,,,,,,,,,,,,
0.00682911,,,24073.2,,,,,,,,,,,,,,,,16013.3,,,,,,,,,,,,,,
0.00690861,,11308.8,,,,,,,,,,,,,,,,7294.22,,,,,,,,,,,,,,,
0.0069111,,6100.04,,,,,,,,,,,,,,,,3790.05,,,,,,,,,,,,,,,
0.0069169,,8175.76,,,,,,,,,,,,,,,,5134.04,,,,,,,,,,,,,,,
0.00697332,,3042.33,,,,,,,,,,,,,,,,1803.19,,,,,,,,,,,,,,,
0.00698682,,3531.97,,,,,,,,,,,,,,,,2106.47,,,,,,,,,,,,,,,
0.00699457,,3646.4,,,,,,,,,,,,,,,,2370.1,,,,,,,,,,,,,,,
0.00705963,,14744,,,,,,,,,,,,,,,,9694.19,,,,,,,,,,,,,,,
0.00708457,,15096.9,,,,,,,,,,,,,,,,9802.85,,,,,,,,,,,,,,,
0.00710315,,11442.5,,,,,,,,,,,,,,,,4821.44,,,,,,,,,,,,,,,
0.00711045,,5343.34,,,,,,,,,,,,,,,,3340.23,,,,,,,,,,,,,,,
0.0071324,,3300.02,,,,,,,,,,,,,,,,1966.98,,,,,,,,,,,,,,,
0.00714361,,13026.9,,,,,,,,,,,,,,,,8358.52,,,,,,,,,,,,,,,
0.00718127,,3689.16,,,,,,,,,,,,,,,,2240.95,,,,,,,,,,,,,,,
0.00718674,,,6487.63,,,,,,,,,,,,,,,,4292.3,,,,,,,,,,,,,,
0.00723123,,8434.22,,,,,,,,,,,,,,,,5936.88,,,,,,,,,,,,,,,
0.00723757,,2820.55,,,,,,,,,,,,,,,,1749.89,,,,,,,,,,,,,,,
0.00724309,,5748.12,,,,,,,,,,,,,,,,3506.54,,,,,,,,,,,,,,,
0.00724617,,9684.81,,,,,,,,,,,,,,,,6906.98,,,,,,,,,,,,,,,
0.00724733,,0.0437047,,,,,,,,,,,,,,,,8476.47,,,,,,,,,,,,,,,
0.00726784,,4071.82,,,,,,,,,,,,,,,,2492.87,,,,,,,,,,,,,,,
0.00727377,,8422.58,,,,,,,,,,,,,,,,5322.48,,,,,,,,,,,,,,,
0.00728672,,3528.8,,,,,,,,,,,,,,,,2110.27,,,,,,,,,,,,,,,
0.00729441,,5239.48,,,,,,,,,,,,,,,,3259.86,,,,,,,,,,,,,,,
0.00730747,,4952.61,,,,,,,,,,,,,,,,3056.84,,,,,,,,,,,,,,,
0.00733456,,6108.46,,,,,,,,,,,,,,,,3801.68,,,,,,,,,,,,,,,
0.00737386,,3492.45,,,,,,,,,,,,,,,,2049.02,,,,,,,,,,,,,,,
0.00739615,,2924.4,,,,,,,,,,,,,,,,1792.6,,,,,,,,,,,,,,,
0.00741648,,3309.13,,,,,,,,,,,,,,,,2092.33,,,,,,,,,,,,,,,
0.00745313,,2339.69,,,,,,,,,,,,,,,,1704.02,,,,,,,,,,,,,,,
0.00746016,,9605.29,,,,,,,,,,,,,,,,6098.57,,,,,,,,,,,,,,,
0.00747182,,8605.75,,,,,,,,,,,,,,,,5930.99,,,,,,,,,,,,,,,
0.00749003,,9753.28,,,,,,,,,,,,,,,,5582.12,,,,,,,,,,,,,,,
0.00749454,,10859,,,,,,,,,,,,,,,,6988.08,,,,,,,,,,,,,,,
0.00750505,,6802.82,,,,,,,,,,,,,,,,4203.01,,,,,,,,,,,,,,,
0.00751619,,9687.78,,,,,,,,,,,,,,,,6167.53,,,,,,,,,,,,,,,
0.00755967,,3996.52,,,,,,,,,,,,,,,,2398.38,,,,,,,,,,,,,,,
0.00758643,,7185.54,,,,,,,,,,,,,,,,4644.17,,,,,,,,,,,,,,,
0.00759372,,15433.1,,,,,,,,,,,,,,,,10089.1,,,,,,,,,,,,,,,
0.00768815,,3689.72,,,,,,,,,,,,,,,,2626.45,,,,,,,,,,,,,,,
0.00769002,,3863.12,,,,,,,,,,,,,,,,2416.11,,,,,,,,,,,,,,,
0.00773374,,4827.27,,,,,,,,,,,,,,,,3026.55,,,,,,,,,,,,,,,
0.00778504,,14167.7,,,,,,,,,,,,,,,,9947.69,,,,,,,,,,,,,,,
0.00778683,,5774.66,,,,,,,,,,,,,,,,4191.86,,,,,,,,,,,,,,,
0.00779614,,9921.39,,,,,,,,,,,,,,,,6093.93,,,,,,,,,,,,,,,
0.00780494,,4213.18,,,,,,,,,,,,,,,,2707.2,,,,,,,,,,,,,,,
0.00781646,,8138.46,,,,,,,,,,,,,,,,5693.33,,,,,,,,,,,,,,,
0.00784766,,6873.93,,,,,,,,,,,,,,,,4355.53,,,,,,,,,,,,,,,
0.00787188,,11016.5,,,,,,,,,,,,,,,,7075.45,,,,,,,,,,,,,,,
0.00794325,,4606.05,,,,,,,,,,,,,,,,2796.58,,,,,,,,,,,,,,,
0.0079445,,3359.64,,,,,,,,,,,,,,,,2119.04,,,,,,,,,,,,,,,
0.00797002,,11859.8,,,,,,,,,,,,,,,,7600.75,,,,,,,,,,,,,,,
0.00800951,,4213.23,,,,,,,,,,,,,,,,2638.27,,,,,,,,,,,,,,,
0.00803294,,24143.8,,,,,,,,,,,,,,,,16156.9,,,,,,,,,,,,,,,
0.00809536,,3399.59,,,,,,,,,,,,,,,,2063.75,,,,,,,,,,,,,,,
0.00810274,,11611.4,,,,,,,,,,,,,,,,7372.87,,,,,,,,,,,,,,,
0.00813689,,13723.9,,,,,,,,,,,,,,,,8946.96,,,,,,,,,,,,,,,
0.00814789,,4127.85,,,,,,,,,,,,,,,,2490.79,,,,,,,,,,,,,,,
0.00815114,,29607.1,,,,,,,,,,,,,,,,19766.2,,,,,,,,,,,,,,,
0.0081666,,12261.8,,,,,,,,,,,,,,,,8253.17,,,,,,,,,,,,,,,
0.00816769,,4390.83,,,,,,,,,,,,,,,,2937.2,,,,,,,,,,,,,,,
0.00816988,,7206.41,,,,,,,,,,,,,,,,4448.83,,,,,,,,,,,,,,,
0.00818203,,4923.15,,,,,,,,,,,,,,,,2922.37,,,,,,,,,,,,,,,
0.00822865,,19084.2,,,,,,,,,,,,,,,,12475,,,,,,,,,,,,,,,
0.00823172,,7583.53,,,,,,,,,,,,,,,,4957.82,,,,,,,,,,,,,,,
0.00825253,,4650.59,,,,,,,,,,,,,,,,2740.47,,,,,,,,,,,,,,,
0.00825691,,7500.02,,,,,,,,,,,,,,,,4730.6,,,,,,,,,,,,,,,
0.00827132,,5167.26,,,,,,,,,,,,,,,,3282.7,,,,,,,,,,,,,,,
0.00828305,,5845.66,,,,,,,,,,,,,,,,3600.31,,,,,,,,,,,,,,,
0.00830464,,2774.87,,,,,,,,,,,,,,,,2006.47,,,,,,,,,,,,,,,
0.00830604,,10712.7,,,,,,,,,,,,,,,,7005.06,,,,,,,,,,,,,,,
0.00830959,,4703.94,,,,,,,,,,,,,,,,2924.63,,,,,,,,,,,,,,,
0.00831661,,4080.06,,,,,,,,,,,,,,,,2540.08,,,,,,,,,,,,,,,
0.00831749,,0.0435362,,,,,,,,,,,,,,,,1614.5,,,,,,,,,,,,,,,
0.00832318,,7561.74,,,,,,,,,,,,,,,,4613.29,,,,,,,,,,,,,,,
0.0083251,,7593.9,,,,,,,,,,,,,,,,4793.07,,,,,,,,,,,,,,,
0.00832698,,24892.6,,,,,,,,,,,,,,,,7037.17,,,,,,,,,,,,,,,
0.00833981,,11781.6,,,,,,,,,,,,,,,,7428.81,,,,,,,,,,,,,,,
0.00834374,,2916.34,,,,,,,,,,,,,,,,1845.43,,,,,,,,,,,,,,,
0.00835009,,11128.3,,,,,,,,,,,,,,,,7151.68,,,,,,,,,,,,,,,
0.00835347,,4769.92,,,,,,,,,,,,,,,,3046.22,,,,,,,,,,,,,,,
0.0083559,,20988.9,,,,,,,,,,,,,,,,13610.8,,,,,,,,,,,,,,,
0.00835831,,7334.31,,,,,,,,,,,,,,,,3893.32,,,,,,,,,,,,,,,
0.00836752,,31437.5,,,,,,,,,,,,,,,,21111.4,,,,,,,,,,,,,,,
0.00837059,,6542.56,,,,,,,,,,,,,,,,4365.75,,,,,,,,,,,,,,,
0.00837277,,14933.2,,,,,,,,,,,,,,,,9785.05,,,,,,,,,,,,,,,
0.00838117,,9707.37,,,,,,,,,,,,,,,,5937.31,,,,,,,,,,,,,,,
0.00838585,,4947.9,,,,,,,,,,,,,,,,3003.62,,,,,,,,,,,,,,,
0.00839162,,6142.34,,,,,,,,,,,,,,,,3832.36,,,,,,,,,,,,,,,
0.00839641,,5071.71,,,,,,,,,,,,,,,,3075.95,,,,,,,,,,,,,,,
0.00840917,,2779.22,,,,,,,,,,,,,,,,1715.11,,,,,,,,,,,,,,,
0.00841212,,15525,,,,,,,,,,,,,,,,10168.7,,,,,,,,,,,,,,,
0.00843033,,5900.3,,,,,,,,,,,,,,,,3568.04,,,,,,,,,,,,,,,
0.00844271,,6835.19,,,,,,,,,,,,,,,,4276,,,,,,,,,,,,,,,
0.00844913,,10379.2,,,,,,,,,,,,,,,,6520.64,,,,,,,,,,,,,,,
0.00845775,,10590.2,,,,,,,,,,,,,,,,6874.04,,,,,,,,,,,,,,,
0.00847171,,12327.3,,,,,,,,,,,,,,,,5321.13,,,,,,,,,,,,,,,
0.00847949,,18535.3,,,,,,,,,,,,,,,,12185,,,,,,,,,,,,,,,
0.00848326,,3351.81,,,,,,,,,,,,,,,,2043.55,,,,,,,,,,,,,,,
0.0084875,,9700.05,,,,,,,,,,,,,,,,6172.61,,,,,,,,,,,,,,,
0.00849253,,3108.3,,,,,,,,,,,,,,,,1869.74,,,,,,,,,,,,,,,
0.00849823,,3624.98,,,,,,,,,,,,,,,,2168.8,,,,,,,,,,,,,,,
0.00849932,,3799.24,,,,,,,,,,,,,,,,2305.89,,,,,,,,,,,,,,,
0.00850038,,4157.88,,,,,,,,,,,,,,,,2958.88,,,,,,,,,,,,,,,
0.00850144,,3728.74,,,,,,,,,,,,,,,,2476.72,,,,,,,,,,,,,,,
0.00850487,,3615.74,,,,,,,,,,,,,,,,2559.1,,,,,,,,,,,,,,,
0.00850602,,3856.9,,,,,,,,,,,,,,,,2333.79,,,,,,,,,,,,,,,
0.00851268,,9906.49,,,,,,,,,,,,,,,,6858.67,,,,,,,,,,,,,,,
0.00853517,,4835.47,,,,,,,,,,,,,,,,2991.43,,,,,,,,,,,,,,,
0.00853673,,2603.18,,,,,,,,,,,,,,,,1662.35,,,,,,,,,,,,,,,
0.00853751,,0.91433,,,,,,,,,,,,,,,,3258.38,,,,,,,,,,,,,,,
0.00853849,,15459.6,,,,,,,,,,,,,,,,9923.69,,,,,,,,,,,,,,,
0.00854229,,15752.9,,,,,,,,,,,,,,,,10562.5,,,,,,,,,,,,,,,
0.00857747,,3806.25,,,,,,,,,,,,,,,,2345.21,,,,,,,,,,,,,,,
0.00857855,,0.596711,,,,,,,,,,,,,,,,6860.58,,,,,,,,,,,,,,,
0.00858664,,3219.56,,,,,,,,,,,,,,,,2245.15,,,,,,,,,,,,,,,
0.00859078,,11167.9,,,,,,,,,,,,,,,,3620.66,,,,,,,,,,,,,,,
0.00860532,,13890.3,,,,,,,,,,,,,,,,9110.35,,,,,,,,,,,,,,,
0.0086081,,4734.69,,,,,,,,,,,,,,,,3074.7,,,,,,,,,,,,,,,
0.00861479,,3932.42,,,,,,,,,,,,,,,,2421.31,,,,,,,,,,,,,,,
0.00861678,,9918.69,,,,,,,,,,,,,,,,6250.1,,,,,,,,,,,,,,,
0.00861793,,7859.05,,,,,,,,,,,,,,,,5235.2,,,,,,,,,,,,,,,
0.00862428,,5785.74,,,,,,,,,,,,,,,,3621.65,,,,,,,,,,,,,,,
0.00863996,,4991.38,,,,,,,,,,,,,,,,2937.92,,,,,,,,,,,,,,,
0.00864523,,4428.34,,,,,,,,,,,,,,,,2708.46,,,,,,,,,,,,,,,
0.00865425,,7101.39,,,,,,,,,,,,,,,,4525.5,,,,,,,,,,,,,,,
0.00865805,,10686.6,,,,,,,,,,,,,,,,6730.99,,,,,,,,,,,,,,,
0.00865889,,0.772262,,,,,,,,,,,,,,,,3010.3,,,,,,,,,,,,,,,
0.00865985,,3000.67,,,,,,,,,,,,,,,,2036.2,,,,,,,,,,,,,,,
0.00866911,,4498.52,,,,,,,,,,,,,,,,2755.8,,,,,,,,,,,,,,,
0.00868422,,2763.73,,,,,,,,,,,,,,,,2048.71,,,,,,,,,,,,,,,
0.00869021,,,0.425635,,,,,,,,,,,,,,,,1737.24,,,,,,,,,,,,,,
